# Type | Modules affected | vulnerability title | version ini | version end | other version | vulnerability description | url reference (url1 uel2 ... url3)
Core||Multiple XSS/CSRF Vulnerability|1.5.9|1.5.9||A series of XSS and CSRF faults exist in the administrator application. Affected administrator components include com_admin, com_media, com_search. Both com_admin and com_search contain XSS vulnerabilities, and com_media contains 2 CSRF vulnerabilities.|
Component|com_blog|'com_blog' Component 'id' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_blog|The 'com_blog' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/38668/
Component|com_acstartseite|'com_acstartseite' Component SQL Injection Vulnerability|x.x.x|x.x.x|com_acstartseite|The 'com_acstartseite' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/38269/
Component|com_acteammember|'com_acteammember' Component SQL Injection Vulnerability|x.x.x|x.x.x|com_acteammember|The 'com_acteammember' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/38270/
Component|plugins/system/cdscriptegrator/libraries/highslide/js/jsloader.php|Core Design Scriptegrator Component Local File Include Vulnerability|x.x.x|x.x.x|Core Design Scriptegrator|The Core Design Scriptegrator component for Joomla! is prone to a local file-include vulnerability because it fails to properly sanitize user-supplied input.An attacker can exploit this vulnerability to obtain potentially sensitive information and execute arbitrary local scripts in the context of the webserver process. This may allow the attacker to compromise the application and the computer; other attacks are also possible.|http://www.securityfocus.com/bid/38296/
Component|com_otzivi|'com_otzivi' Component 'controller' Parameter Local File Include Vulnerability|x.x.x|x.x.x|com_otzivi|The 'com_otzivi' component for Joomla! is prone to a local file-include vulnerability because it fails to properly sanitize user-supplied input.An attacker can exploit this vulnerability to obtain potentially sensitive information and execute arbitrary local scripts in the context of the webserver process. This may allow the attacker to compromise the application and the computer; other attacks are also possible.|http://www.securityfocus.com/bid/38295/
Component|com_communitypolls|Core Joomla Community Polls Component 'controller' Parameter Local File Include Vulnerability|x.x.x|x.x.x|Core Joomla Community Polls 1.5.2|The Core Joomla Community Polls component for Joomla! is prone to a local file-include vulnerability because it fails to properly sanitize user-supplied input.An attacker can exploit this vulnerability to obtain potentially sensitive information and execute arbitrary local scripts in the context of the webserver process. This may allow the attacker to compromise the application and the computer; other attacks are also possible.|http://www.securityfocus.com/bid/38330/
Component|com_recipe|'com_recipe' Component Multiple SQL Injection Vulnerabilities|x.x.x|x.x.x|com_recipe|The 'com_recipe' component for Joomla! is prone to multiple SQL-injection vulnerabilities because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting these issues could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|The 'com_recipe' component for Joomla! is prone to multiple SQL-injection vulnerabilities because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.
Component|com_sqlreport|'com_sqlreport' Component SQL Injection Vulnerability|x.x.x|x.x.x|com_sqlreport|The 'com_sqlreport' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/38361/
Component|com_hdflvplayer|HD FLV Player Component for Joomla! 'id' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|hdflvplayer.net HD FLV Player|The HD FLV Player component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/38401/
Component|com_yanc|'com_yanc' Component 'listid' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_yanc|The 'com_yanc' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/38454/
Component|com_myblog|'com_myblog' Component 'task' Parameter Local File Include Vulnerability|x.x.x|x.x.x|com_myblog|The 'com_myblog' component for Joomla! is prone to a local file-include vulnerability because it fails to properly sanitize user-supplied input.An attacker can exploit this vulnerability to obtain potentially sensitive information and execute arbitrary local scripts in the context of the webserver process. This may allow the attacker to compromise the application and the computer; other attacks are also possible.|http://www.securityfocus.com/bid/38530/
Component|com_hezacontent|'com_hezacontent' Component 'id' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_hezacontent 1.0|The 'com_hezacontent' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/38618/
Component|com_about|'com_about' Component 'id' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_about|The 'com_about' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/38653/
Component|com_color|'com_color' Component 'l' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_color|The 'com_color' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/38680/
Component|com_products|'com_products' Component 'intCategoryId' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_products|The 'com_products' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/38682/
